timestamp_dataOut;dataOut;sampleOut;trigData
1735867979771;10.368900299072266;2;0
1735867979772;10.368900299072266;2;0
1735867979773;10.368900299072266;2;0
1735867979773;10.368900299072266;2;0
1735867979774;10.368900299072266;2;0
1735867979775;10.368900299072266;2;0
1735867979775;10.368900299072266;2;0
1735867979776;10.368900299072266;2;0
1735867979777;10.368900299072266;2;0
1735867979778;10.368900299072266;2;0
1735867979778;10.368900299072266;2;0
1735867979779;10.368900299072266;2;0
1735867979780;10.368900299072266;2;0
1735867979781;10.368900299072266;2;0
1735867979781;10.368900299072266;2;0
1735867979782;10.368900299072266;2;0
1735867979783;10.368900299072266;2;0
1735867979783;10.368900299072266;2;0
1735867979784;10.368900299072266;2;0
1735867979785;10.368900299072266;2;0
1735867979786;10.368900299072266;2;1
1735867979786;10.368900299072266;2;1
1735867979787;10.368900299072266;2;1
1735867979788;10.368900299072266;2;1
1735867979788;10.368900299072266;2;1
1735867979789;10.368900299072266;2;1
1735867979790;10.368900299072266;2;1
1735867979791;10.368900299072266;2;1
1735867979791;10.368900299072266;2;1
1735867979792;10.368900299072266;2;1
1735867979793;10.368900299072266;2;1
1735867979793;10.368900299072266;2;1
1735867979794;10.368900299072266;2;1
1735867979795;10.368900299072266;2;1
1735867979796;10.368900299072266;2;1
1735867979796;10.368900299072266;2;1
1735867979797;10.368900299072266;2;1
1735867979798;10.368900299072266;2;1
1735867979798;10.368900299072266;2;1
1735867979799;10.368900299072266;2;1
1735867979800;10.368900299072266;2;1
1735867979800;10.368900299072266;2;1
1735867979801;10.368900299072266;2;1
1735867979802;10.368900299072266;2;1
1735867979803;10.368900299072266;2;1
1735867979803;10.368900299072266;2;1
1735867979804;10.368900299072266;2;1
1735867979805;10.368900299072266;2;1
1735867979806;10.368900299072266;2;1
1735867979806;10.368900299072266;2;1
1735867979807;10.368900299072266;2;1
1735867979808;10.368900299072266;2;1
1735867979808;10.368900299072266;2;1
1735867979809;10.368900299072266;2;1
1735867979810;10.368900299072266;2;1
1735867979811;10.368900299072266;2;1
1735867979812;20.258499145507812;2;0
1735867979812;20.258499145507812;3;0
1735867979813;20.258499145507812;3;0
1735867979814;20.258499145507812;3;0
1735867979815;20.258499145507812;3;0
1735867979815;20.258499145507812;3;0
1735867979816;20.258499145507812;3;0
1735867979817;20.258499145507812;3;0
1735867979818;20.258499145507812;3;0
1735867979819;20.258499145507812;3;0
1735867979819;20.258499145507812;3;0
1735867979820;20.258499145507812;3;0
1735867979821;20.258499145507812;3;0
1735867979822;20.258499145507812;3;0
1735867979822;20.258499145507812;3;0
1735867979823;20.258499145507812;3;0
1735867979824;20.258499145507812;3;0
1735867979824;20.258499145507812;3;0
1735867979825;20.258499145507812;3;0
1735867979826;20.258499145507812;3;0
1735867979827;20.258499145507812;3;0
1735867979827;20.258499145507812;3;0
1735867979828;20.258499145507812;3;0
1735867979829;20.258499145507812;3;0
1735867979830;20.258499145507812;3;0
1735867979830;20.258499145507812;3;0
1735867979831;20.258499145507812;3;0
1735867979832;20.258499145507812;3;0
1735867979832;20.258499145507812;3;0
1735867979833;20.258499145507812;3;0
1735867979834;20.258499145507812;3;0
1735867979834;20.258499145507812;3;0
1735867979835;20.258499145507812;3;0
1735867979836;20.258499145507812;3;0
1735867979837;20.258499145507812;3;0
1735867979837;20.258499145507812;3;0
1735867979838;20.258499145507812;3;1
1735867979839;20.258499145507812;3;1
1735867979839;20.258499145507812;3;1
1735867979840;20.258499145507812;3;1
1735867979841;20.258499145507812;3;1
1735867979842;20.258499145507812;3;1
1735867979842;20.258499145507812;3;1
1735867979843;20.258499145507812;3;1
1735867979844;20.258499145507812;3;1
1735867979844;20.258499145507812;3;1
1735867979845;20.258499145507812;3;1
1735867979846;20.258499145507812;3;1
1735867979847;20.258499145507812;3;1
1735867979847;20.258499145507812;3;1
1735867979848;20.258499145507812;3;1
1735867979849;20.258499145507812;3;1
1735867979849;20.258499145507812;3;1
1735867979850;20.258499145507812;3;1
1735867979851;20.258499145507812;3;1
1735867979852;20.258499145507812;3;1
1735867979852;20.258499145507812;3;1
1735867979853;20.258499145507812;3;1
1735867979890;30.12350082397461;4;1
1735867979891;30.12350082397461;4;1
1735867979892;30.12350082397461;4;1
1735867979895;30.12350082397461;4;1
1735867979902;30.12350082397461;4;1
1735867979904;30.12350082397461;4;1
1735867979904;30.12350082397461;4;1
1735867979905;30.12350082397461;4;1
1735867979906;30.12350082397461;4;1
1735867979908;30.12350082397461;4;1
1735867979908;30.12350082397461;4;1
1735867979909;30.12350082397461;4;1
1735867979910;30.12350082397461;4;1
1735867979911;30.12350082397461;4;1
1735867979912;30.12350082397461;4;1
1735867979913;30.12350082397461;4;1
1735867979914;30.12350082397461;4;1
1735867979915;30.12350082397461;4;1
1735867979915;30.12350082397461;4;1
1735867979916;40.58219909667969;5;0
1735867979917;40.58219909667969;5;0
1735867979917;40.58219909667969;5;0
1735867979918;40.58219909667969;5;0
1735867979919;40.58219909667969;5;0
1735867979920;40.58219909667969;5;0
1735867979920;40.58219909667969;5;0
1735867979921;40.58219909667969;5;0
1735867979922;40.58219909667969;5;0
1735867979922;40.58219909667969;5;0
1735867979923;40.58219909667969;5;0
1735867979924;40.58219909667969;5;0
1735867979925;40.58219909667969;5;0
1735867979925;40.58219909667969;5;0
1735867979926;40.58219909667969;5;0
1735867979927;40.58219909667969;5;0
1735867979927;40.58219909667969;5;0
1735867979928;40.58219909667969;5;0
1735867979929;40.58219909667969;5;0
1735867979930;40.58219909667969;5;0
1735867979930;40.58219909667969;5;0
1735867979931;40.58219909667969;5;0
1735867979932;40.58219909667969;5;0
1735867979933;40.58219909667969;5;0
1735867979933;40.58219909667969;5;0
1735867979934;40.58219909667969;5;0
1735867979935;40.58219909667969;5;0
1735867979936;40.58219909667969;5;0
1735867979936;40.58219909667969;5;0
1735867979937;40.58219909667969;5;0
1735867979938;40.58219909667969;5;0
1735867979939;40.58219909667969;5;0
1735867979939;40.58219909667969;5;0
1735867979940;40.58219909667969;5;0
1735867979941;40.58219909667969;5;0
1735867979942;40.58219909667969;5;1
1735867979945;40.58219909667969;5;1
1735867979946;40.58219909667969;5;1
1735867979947;40.58219909667969;5;1
1735867979947;40.58219909667969;5;1
1735867979948;40.58219909667969;5;1
1735867979949;40.58219909667969;5;1
1735867979950;40.58219909667969;5;1
1735867979951;40.58219909667969;5;1
1735867979951;40.58219909667969;5;1
1735867979952;40.58219909667969;5;1
1735867979953;40.58219909667969;5;1
1735867979954;40.58219909667969;5;1
1735867979954;40.58219909667969;5;1
1735867979955;40.58219909667969;5;1
1735867979956;40.58219909667969;5;1
1735867979957;40.58219909667969;5;1
1735867979957;40.58219909667969;5;1
1735867979958;40.58219909667969;5;1
1735867979959;40.58219909667969;5;1
1735867979960;40.58219909667969;5;1
1735867979960;40.58219909667969;5;1
1735867979961;40.58219909667969;5;1
1735867979962;40.58219909667969;5;1
1735867979962;40.58219909667969;5;1
1735867979963;40.58219909667969;5;1
1735867979964;40.58219909667969;5;1
1735867979965;40.58219909667969;5;1
1735867979965;40.58219909667969;5;1
1735867979967;40.58219909667969;5;1
1735867979967;40.58219909667969;5;1
1735867979968;-50.25450134277344;6;0
1735867979969;-50.25450134277344;6;0
1735867979970;-50.25450134277344;6;0
1735867979970;-50.25450134277344;6;0
1735867979971;-50.25450134277344;6;0
1735867979972;-50.25450134277344;6;0
1735867979973;-50.25450134277344;6;0
1735867979973;-50.25450134277344;6;0
1735867979974;-50.25450134277344;6;0
1735867979975;-50.25450134277344;6;0
1735867979975;-50.25450134277344;6;0
1735867979976;-50.25450134277344;6;0
1735867979977;-50.25450134277344;6;0
1735867979978;-50.25450134277344;6;0
1735867979978;-50.25450134277344;6;0
1735867979979;-50.25450134277344;6;0
1735867979980;-50.25450134277344;6;0
1735867979980;-50.25450134277344;6;0
1735867979981;-50.25450134277344;6;0
1735867979982;-50.25450134277344;6;0
1735867979983;-50.25450134277344;6;0
1735867979983;-50.25450134277344;6;0
1735867979984;-50.25450134277344;6;0
1735867979985;-50.25450134277344;6;0
1735867979986;-50.25450134277344;6;0
1735867979986;-50.25450134277344;6;0
1735867979987;-50.25450134277344;6;0
1735867979988;-50.25450134277344;6;0
1735867979988;-50.25450134277344;6;0
1735867979989;-50.25450134277344;6;0
1735867979990;-50.25450134277344;6;0
1735867979991;-50.25450134277344;6;0
1735867979991;-50.25450134277344;6;0
1735867979992;-50.25450134277344;6;0
1735867979993;-50.25450134277344;6;0
1735867979994;-50.25450134277344;6;1
1735867979994;-50.25450134277344;6;1
1735867979995;-50.25450134277344;6;1
1735867979996;-50.25450134277344;6;1
1735867979997;-50.25450134277344;6;1
1735867979997;-50.25450134277344;6;1
1735867979998;-50.25450134277344;6;1
1735867979999;-50.25450134277344;6;1
1735867980000;-50.25450134277344;6;1
1735867980001;-50.25450134277344;6;1
1735867980002;-50.25450134277344;6;1
1735867980002;-50.25450134277344;6;1
1735867980003;-50.25450134277344;6;1
1735867980004;-50.25450134277344;6;1
1735867980005;-50.25450134277344;6;1
1735867980006;-50.25450134277344;6;1
1735867980006;-50.25450134277344;6;1
1735867980007;-50.25450134277344;6;1
1735867980008;-50.25450134277344;6;1
1735867980008;-50.25450134277344;6;1
1735867980009;-50.25450134277344;6;1
1735867980010;-50.25450134277344;6;1
1735867980011;-50.25450134277344;6;1
1735867980011;-50.25450134277344;6;1
1735867980012;-50.25450134277344;6;1
1735867980013;-50.25450134277344;6;1
1735867980014;-50.25450134277344;6;1
1735867980015;-50.25450134277344;6;1
1735867980015;-50.25450134277344;6;1
1735867980016;-50.25450134277344;6;1
1735867980017;-50.25450134277344;6;1
1735867980018;-50.25450134277344;6;1
1735867980019;-50.25450134277344;6;1
1735867980020;-60.28889846801758;7;0
1735867980021;-60.28889846801758;7;0
1735867980021;-60.28889846801758;7;0
1735867980022;-60.28889846801758;7;0
1735867980023;-60.28889846801758;7;0
1735867980024;-60.28889846801758;7;0
1735867980024;-60.28889846801758;7;0
1735867980025;-60.28889846801758;7;0
1735867980026;-60.28889846801758;7;0
1735867980027;-60.28889846801758;7;0
1735867980027;-60.28889846801758;7;0
1735867980028;-60.28889846801758;7;0
1735867980029;-60.28889846801758;7;0
1735867980029;-60.28889846801758;7;0
1735867980030;-60.28889846801758;7;0
1735867980031;-60.28889846801758;7;0
1735867980032;-60.28889846801758;7;0
1735867980032;-60.28889846801758;7;0
1735867980033;-60.28889846801758;7;0
1735867980034;-60.28889846801758;7;0
1735867980034;-60.28889846801758;7;0
1735867980035;-60.28889846801758;7;0
1735867980036;-60.28889846801758;7;0
1735867980037;-60.28889846801758;7;0
1735867980037;-60.28889846801758;7;0
1735867980038;-60.28889846801758;7;0
1735867980039;-60.28889846801758;7;0
1735867980040;-60.28889846801758;7;0
1735867980041;-60.28889846801758;7;0
1735867980042;-60.28889846801758;7;0
1735867980043;-60.28889846801758;7;0
1735867980044;-60.28889846801758;7;0
1735867980045;-60.28889846801758;7;0
1735867980046;-60.28889846801758;7;0
1735867980046;-60.28889846801758;7;1
1735867980047;-60.28889846801758;7;1
1735867980048;-60.28889846801758;7;1
1735867980049;-60.28889846801758;7;1
1735867980050;-60.28889846801758;7;1
1735867980050;-60.28889846801758;7;1
1735867980051;-60.28889846801758;7;1
1735867980052;-60.28889846801758;7;1
1735867980052;-60.28889846801758;7;1
1735867980053;-60.28889846801758;7;1
1735867980054;-60.28889846801758;7;1
1735867980054;-60.28889846801758;7;1
1735867980055;-60.28889846801758;7;1
1735867980056;-60.28889846801758;7;1
1735867980057;-60.28889846801758;7;1
1735867980057;-60.28889846801758;7;1
1735867980058;-60.28889846801758;7;1
1735867980059;-60.28889846801758;7;1
1735867980060;-60.28889846801758;7;1
1735867980060;-60.28889846801758;7;1
1735867980061;-60.28889846801758;7;1
1735867980062;-60.28889846801758;7;1
1735867980062;-60.28889846801758;7;1
1735867980063;-60.28889846801758;7;1
1735867980064;-60.28889846801758;7;1
1735867980064;-60.28889846801758;7;1
1735867980065;-60.28889846801758;7;1
1735867980067;-60.28889846801758;7;1
1735867980068;-60.28889846801758;7;1
1735867980068;-60.28889846801758;7;1
1735867980069;-60.28889846801758;7;1
1735867980070;-60.28889846801758;7;1
1735867980071;-60.28889846801758;7;1
1735867980071;-60.28889846801758;7;1
1735867980072;-70.32250213623047;8;0
1735867980073;-70.32250213623047;8;0
1735867980074;-70.32250213623047;8;0
1735867980074;-70.32250213623047;8;0
1735867980075;-70.32250213623047;8;0
1735867980076;-70.32250213623047;8;0
1735867980077;-70.32250213623047;8;0
1735867980077;-70.32250213623047;8;0
1735867980078;-70.32250213623047;8;0
1735867980079;-70.32250213623047;8;0
1735867980080;-70.32250213623047;8;0
1735867980080;-70.32250213623047;8;0
1735867980081;-70.32250213623047;8;0
1735867980082;-70.32250213623047;8;0
1735867980083;-70.32250213623047;8;0
1735867980083;-70.32250213623047;8;0
1735867980084;-70.32250213623047;8;0
1735867980085;-70.32250213623047;8;0
1735867980086;-70.32250213623047;8;0
1735867980086;-70.32250213623047;8;0
1735867980087;-70.32250213623047;8;0
1735867980088;-70.32250213623047;8;0
1735867980088;-70.32250213623047;8;0
1735867980089;-70.32250213623047;8;0
1735867980090;-70.32250213623047;8;0
1735867980091;-70.32250213623047;8;0
1735867980091;-70.32250213623047;8;0
1735867980095;-70.32250213623047;8;0
1735867980096;-70.32250213623047;8;0
1735867980097;-70.32250213623047;8;0
1735867980097;-70.32250213623047;8;0
1735867980098;-70.32250213623047;8;1
1735867980099;-70.32250213623047;8;1
1735867980100;-70.32250213623047;8;1
1735867980101;-70.32250213623047;8;1
1735867980102;-70.32250213623047;8;1
1735867980103;-70.32250213623047;8;1
1735867980104;-70.32250213623047;8;1
1735867980104;-70.32250213623047;8;1
1735867980105;-70.32250213623047;8;1
1735867980106;-70.32250213623047;8;1
1735867980107;-70.32250213623047;8;1
1735867980107;-70.32250213623047;8;1
1735867980108;-70.32250213623047;8;1
1735867980109;-70.32250213623047;8;1
1735867980110;-70.32250213623047;8;1
1735867980111;-70.32250213623047;8;1
1735867980111;-70.32250213623047;8;1
1735867980112;-70.32250213623047;8;1
1735867980113;-70.32250213623047;8;1
1735867980114;-70.32250213623047;8;1
1735867980114;-70.32250213623047;8;1
1735867980115;-70.32250213623047;8;1
1735867980116;-70.32250213623047;8;1
1735867980116;-70.32250213623047;8;1
1735867980117;-70.32250213623047;8;1
1735867980118;-70.32250213623047;8;1
1735867980119;-70.32250213623047;8;1
1735867980119;-70.32250213623047;8;1
1735867980120;-70.32250213623047;8;1
1735867980121;-70.32250213623047;8;1
1735867980122;-70.32250213623047;8;1
1735867980122;-70.32250213623047;8;1
1735867980123;-70.32250213623047;8;1
1735867980124;-80.2583999633789;9;0
1735867980125;-80.2583999633789;9;0
1735867980126;-80.2583999633789;9;0
1735867980126;-80.2583999633789;9;0
1735867980127;-80.2583999633789;9;0
1735867980128;-80.2583999633789;9;0
1735867980128;-80.2583999633789;9;0
1735867980129;-80.2583999633789;9;0
1735867980130;-80.2583999633789;9;0
1735867980131;-80.2583999633789;9;0
1735867980131;-80.2583999633789;9;0
1735867980132;-80.2583999633789;9;0
1735867980133;-80.2583999633789;9;0
1735867980134;-80.2583999633789;9;0
1735867980135;-80.2583999633789;9;0
1735867980135;-80.2583999633789;9;0
1735867980136;-80.2583999633789;9;0
1735867980137;-80.2583999633789;9;0
1735867980137;-80.2583999633789;9;0
1735867980138;-80.2583999633789;9;0
1735867980139;-80.2583999633789;9;0
1735867980140;-80.2583999633789;9;0
1735867980140;-80.2583999633789;9;0
1735867980141;-80.2583999633789;9;0
1735867980142;-80.2583999633789;9;0
1735867980142;-80.2583999633789;9;0
1735867980143;-80.2583999633789;9;0
1735867980144;-80.2583999633789;9;0
1735867980145;-80.2583999633789;9;0
1735867980146;-80.2583999633789;9;0
1735867980146;-80.2583999633789;9;0
1735867980147;-80.2583999633789;9;0
1735867980148;-80.2583999633789;9;0
1735867980149;-80.2583999633789;9;0
1735867980149;-80.2583999633789;9;0
1735867980150;-80.2583999633789;9;1
1735867980151;-80.2583999633789;9;1
1735867980152;-80.2583999633789;9;1
1735867980153;-80.2583999633789;9;1
1735867980153;-80.2583999633789;9;1
1735867980154;-80.2583999633789;9;1
1735867980155;-80.2583999633789;9;1
1735867980156;-80.2583999633789;9;1
1735867980156;-80.2583999633789;9;1
1735867980157;-80.2583999633789;9;1
1735867980158;-80.2583999633789;9;1
1735867980159;-80.2583999633789;9;1
1735867980159;-80.2583999633789;9;1
1735867980160;-80.2583999633789;9;1
1735867980161;-80.2583999633789;9;1
1735867980162;-80.2583999633789;9;1
1735867980162;-80.2583999633789;9;1
1735867980163;-80.2583999633789;9;1
1735867980164;-80.2583999633789;9;1
1735867980165;-80.2583999633789;9;1
1735867980165;-80.2583999633789;9;1
1735867980169;-80.2583999633789;9;1
1735867980170;-80.2583999633789;9;1
1735867980171;-80.2583999633789;9;1
1735867980172;-80.2583999633789;9;1
1735867980173;-80.2583999633789;9;1
1735867980174;-80.2583999633789;9;1
1735867980175;-80.2583999633789;9;1
1735867980176;-90.22450256347656;9;1
1735867980176;-90.22450256347656;10;0
1735867980177;-90.22450256347656;10;0
1735867980178;-90.22450256347656;10;0
1735867980179;-90.22450256347656;10;0
1735867980179;-90.22450256347656;10;0
1735867980180;-90.22450256347656;10;0
1735867980181;-90.22450256347656;10;0
1735867980182;-90.22450256347656;10;0
1735867980182;-90.22450256347656;10;0
1735867980183;-90.22450256347656;10;0
1735867980184;-90.22450256347656;10;0
1735867980185;-90.22450256347656;10;0
1735867980185;-90.22450256347656;10;0
1735867980186;-90.22450256347656;10;0
1735867980186;-90.22450256347656;10;0
1735867980187;-90.22450256347656;10;0
1735867980188;-90.22450256347656;10;0
1735867980189;-90.22450256347656;10;0
1735867980189;-90.22450256347656;10;0
1735867980190;-90.22450256347656;10;0
1735867980191;-90.22450256347656;10;0
1735867980191;-90.22450256347656;10;0
1735867980194;-90.22450256347656;10;0
1735867980195;-90.22450256347656;10;0
1735867980196;-90.22450256347656;10;0
1735867980197;-90.22450256347656;10;0
1735867980198;-90.22450256347656;10;0
1735867980199;-90.22450256347656;10;0
1735867980200;-90.22450256347656;10;0
1735867980201;-90.22450256347656;10;0
1735867980202;-90.22450256347656;10;1
1735867980202;-90.22450256347656;10;1
1735867980203;-90.22450256347656;10;1
1735867980204;-90.22450256347656;10;1
1735867980205;-90.22450256347656;10;1
1735867980205;-90.22450256347656;10;1
1735867980206;-90.22450256347656;10;1
1735867980207;-90.22450256347656;10;1
1735867980208;-90.22450256347656;10;1
1735867980208;-90.22450256347656;10;1
1735867980209;-90.22450256347656;10;1
1735867980210;-90.22450256347656;10;1
1735867980210;-90.22450256347656;10;1
1735867980211;-90.22450256347656;10;1
1735867980212;-90.22450256347656;10;1
1735867980212;-90.22450256347656;10;1
1735867980213;-90.22450256347656;10;1
1735867980214;-90.22450256347656;10;1
1735867980214;-90.22450256347656;10;1
1735867980215;-90.22450256347656;10;1
1735867980216;-90.22450256347656;10;1
1735867980217;-90.22450256347656;10;1
1735867980217;-90.22450256347656;10;1
1735867980218;-90.22450256347656;10;1
1735867980219;-90.22450256347656;10;1
1735867980219;-90.22450256347656;10;1
1735867980220;-90.22450256347656;10;1
1735867980221;-90.22450256347656;10;1
1735867980221;-90.22450256347656;10;1
1735867980222;-90.22450256347656;10;1
1735867980223;-90.22450256347656;10;1
1735867980224;-90.22450256347656;10;1
1735867980224;-90.22450256347656;10;1
1735867980225;-90.22450256347656;10;1
1735867980226;-90.22450256347656;10;1
1735867980226;-90.22450256347656;10;1
1735867980227;-90.22450256347656;10;1
1735867980228;100;11;0
1735867980228;100;11;0
1735867980229;100;11;0
1735867980230;100;11;0
1735867980230;100;11;0
1735867980231;100;11;0
1735867980232;100;11;0
1735867980233;100;11;0
1735867980233;100;11;0
1735867980234;100;11;0
1735867980235;100;11;0
1735867980235;100;11;0
1735867980236;100;11;0
1735867980237;100;11;0
1735867980237;100;11;0
1735867980238;100;11;0
1735867980239;100;11;0
1735867980239;100;11;0
1735867980240;100;11;0
1735867980241;100;11;0
1735867980241;100;11;0
1735867980242;100;11;0
1735867980243;100;11;0
1735867980244;100;11;0
1735867980245;100;11;0
1735867980245;100;11;0
1735867980246;100;11;0
1735867980247;100;11;0
1735867980247;100;11;0
1735867980248;100;11;0
1735867980249;100;11;0
1735867980249;100;11;0
1735867980250;100;11;0
1735867980251;100;11;0
1735867980251;100;11;0
1735867980252;100;11;0
1735867980253;100;11;0
1735867980253;100;11;0
1735867980254;100;11;1
1735867980255;100;11;1
1735867980256;100;11;1
1735867980256;100;11;1
1735867980257;100;11;1
1735867980258;100;11;1
1735867980259;100;11;1
1735867980259;100;11;1
1735867980260;100;11;1
1735867980261;100;11;1
1735867980261;100;11;1
1735867980263;100;11;1
1735867980264;100;11;1
1735867980265;100;11;1
1735867980265;100;11;1
1735867980266;100;11;1
1735867980267;100;11;1
1735867980268;100;11;1
1735867980268;100;11;1
1735867980269;100;11;1
1735867980270;100;11;1
1735867980270;100;11;1
1735867980271;100;11;1
1735867980272;100;11;1
1735867980273;100;11;1
1735867980273;100;11;1
1735867980274;100;11;1
1735867980275;100;11;1
1735867980276;100;11;1
1735867980276;100;11;1
1735867980277;100;11;1
1735867980278;100;11;1
1735867980279;100;11;1
1735867980279;100;11;1
1735867980280;110;12;0
1735867980281;110;12;0
1735867980281;110;12;0
1735867980282;110;12;0
1735867980283;110;12;0
1735867980284;110;12;0
1735867980284;110;12;0
1735867980285;110;12;0
1735867980286;110;12;0
1735867980286;110;12;0
1735867980287;110;12;0
1735867980288;110;12;0
1735867980289;110;12;0
1735867980289;110;12;0
1735867980290;110;12;0
1735867980291;110;12;0
